date,GBTC,IBIT,FBTC,OTHER,total_flow_usd_millions,close,return_1d,return_5d,return_10d,fwd_return_1d,fwd_return_5d,fwd_return_10d,flow_signal,flow_signal_5d_ma,cumulative_flow,flow_positive,strategy_return_1d,strategy_return_5d,fwd_return_positive,gold_close,gold_return,btc_return,btc_fwd_1d,btc_fwd_5d,gold_5d_return,gold_rising,btc_gold_corr_30d,fear_greed,etf_outflow,etf_inflow,gold_5d_ret,gold_falling,extreme_fear,extreme_greed,fwd_ret_1d,fwd_ret_5d,fwd_ret_10d
2024-01-26,-439.5317939843142,151.23937759275066,-30.0,44.38567204986354,-273.9067443417,41816.87109,4.715459322533899,0.6524992341726099,-3.100627773684006,3.51861572051444,3.2737702614181963,12.746836363074255,-273.9067443417,-106.74336059300175,-1344.4044662259944,0,0.0,0.0,1,187.00999450683597,-0.0694693188182715,4.715459322533899,3.51861572051444,3.2737702614181963,-0.4895430238921472,0,,49,1,0,-0.4895430238921361,1,0,0,3.5186157205144397,3.2737702614181963,12.746836363074255
2024-01-29,-397.2672629606892,156.7441812180379,163.5349881912291,79.5718998703959,2.5838063189737,43288.24609,2.979980126960857,8.01249076579953,4.012262819410584,-0.7753529891282307,-1.4543858364948536,15.40828555662095,2.5838063189737,-97.80495693139872,-1341.8206599070206,1,-0.7753529891282307,-0.0,0,188.3300018310547,0.705848544458676,3.51861572051444,-0.7753529891282307,-1.4543858364948536,0.5928856976360475,1,,55,1,0,0.5928856976360475,0,0,0,-0.7753529891282307,-1.4543858364948536,15.40828555662095
2024-01-30,-498.2631742419252,239.44521423782967,74.41641487379304,85.62158154694254,-98.77996358335996,42952.60938,-0.7753529891282307,7.559511342867387,3.0889363751019028,-0.8614235906521772,0.3074609480221424,15.807728862129489,-98.77996358335996,-106.48214292556898,-1440.6006234903807,0,-0.0,0.0,0,188.58999633789065,0.1380526226878897,-0.7753529891282307,-0.8614235906521772,0.3074609480221424,0.3405157754935661,1,,61,1,0,0.34051577549358836,0,0,0,-0.8614235906521772,0.3074609480221424,15.807728862129489
2024-01-31,-482.1906747940425,157.9015519179737,124.32731266950066,127.68690926055842,-72.27490094600967,42582.60547,-0.8614235906521772,1.8311613471796,2.495608895119039,1.1581441871785891,4.075883029803706,21.708605516195068,-72.27490094600967,-109.44152578793144,-1512.8755244363904,0,0.0,0.0,1,188.4499969482422,-0.0742347910106522,-0.8614235906521772,1.1581441871785891,4.075883029803706,1.0997870809460686,1,,60,1,0,1.0997870809460686,0,0,0,1.1581441871785891,4.075883029803706,21.708605516195068
2024-02-01,-417.5147679977511,228.9774856896413,38.40376291497876,67.38899519640727,-82.74452419672379,43075.77344,1.1581441871785891,2.26903492666235,9.032255257199797,0.2555634669063833,5.16715729573678,20.57486271800765,-82.74452419672379,-105.02446534976396,-1595.6200486331145,0,0.0,0.0,1,190.41000366210935,1.040067256889099,1.1581441871785891,0.2555634669063833,5.16715729573678,1.7473572101773804,1,,63,1,0,1.7473572101773804,0,0,0,0.2555634669063833,5.1671572957367795,20.574862718007658
2024-02-02,-433.6057251990456,407.5400798645439,104.51095620250278,59.77388949746499,138.21920036546612,43185.85938,0.2555634669063833,2.7364086655728537,8.383140738706096,-1.220750073215282,9.172770663525466,20.780745986859174,138.21920036546612,-22.59927640833072,-1457.400848267648,1,-1.220750073215282,0.0,0,188.6100006103516,-0.9453300862028224,0.2555634669063833,-1.220750073215282,9.172770663525466,0.8555725097661337,1,,63,0,0,0.8555725097661337,0,0,0,-1.220750073215282,9.172770663525466,20.780745986859174
2024-02-05,-360.9219615975648,287.1124703431692,37.86337747305375,55.83152904732008,19.88541526597829,42658.66797,0.1763260308799363,0.1786234054033775,2.0130556353397555,0.9986338774093716,17.111539195582615,21.38012505785232,19.88541526597829,-19.1389546189298,-1437.51543300167,1,0.9986338774093716,17.111539195582615,1,187.57000732421875,-0.5513988032274764,-1.220750073215282,0.9986338774093716,17.111539195582615,-0.4035440447336169,0,,60,1,0,-0.40354404473361694,1,0,0,0.9986338774093717,17.111539195582615,22.56565309720804
2024-02-06,-415.8103141169194,167.3976467832159,55.049241572167794,39.40501121567935,-153.95841454585644,43084.67188,0.9986338774093716,0.0206576441683647,2.2901612999919108,2.863085004884569,15.45275672179496,21.353773206453862,-153.95841454585644,-30.174644811429097,-1591.4738475475262,0,0.0,0.0,1,188.5500030517578,0.5224693124019186,0.9986338774093716,2.863085004884569,15.45275672179496,-0.0212064727235894,0,,64,1,0,-0.021206472723600545,1,0,0,2.863085004884569,15.452756721794959,20.319309462035974
2024-02-07,-434.90197132246107,320.1213922163945,156.56125415467145,60.15451530385074,101.9351903524556,44318.22266,2.863085004884569,2.6220695761455914,5.430228780817448,2.2188248782989417,16.942179084218733,16.970348941335445,101.9351903524556,4.667373448263959,-1489.5386571950708,1,2.2188248782989417,0.0,1,188.5,-0.0265197830540908,2.863085004884569,2.2188248782989417,16.942179084218733,0.0265338564964467,1,,62,0,0,0.026533856496446795,0,0,0,2.2188248782989417,16.942179084218733,15.764959830634151
2024-02-08,-284.9832168408169,159.19246269784486,72.37270396946613,41.13795769582912,-12.280092477676805,45301.56641,2.2188248782989417,5.371471393099925,4.650963025422961,4.07410373693522,14.650681656197497,13.252094189561593,-12.280092477676805,18.76025979207336,-1501.8187496727476,0,0.0,0.0,1,188.3300018310547,-0.0901847050107762,2.2188248782989417,4.07410373693522,14.650681656197497,-1.09238054254005,0,,66,1,0,-1.092380542540039,1,0,0,4.0741037369352195,14.650681656197495,11.987185522135245
2024-02-09,-363.63285988368347,-3.8124535177854,88.69731492718891,55.05382928808843,-223.69416918619152,47147.19922,4.07410373693522,10.716846663545,9.765622858650168,5.962227844931145,10.63266531826872,7.6033148507352655,-223.69416918619152,-53.62241411825816,-1725.512918858939,0,0.0,10.63266531826872,1,187.6000061035156,-0.3876152075832917,4.07410373693522,5.962227844931145,10.63266531826872,-0.5354936130467891,0,,72,1,0,-0.5354936130468113,1,0,0,5.962227844931145,10.63266531826872,15.64292946774113
2024-02-12,-343.1438998088246,99.1913689082596,114.80270922755015,89.5279260682388,-39.62189560477603,49958.22266,3.446199355856483,12.726142118263372,15.681899995109006,-0.4319233922082,3.644889215520375,9.135992909640468,-39.62189560477603,-65.52387629240903,-1765.134814463715,0,-0.0,3.644889215520375,0,187.1100006103516,-0.2611969494786037,5.962227844931145,-0.4319233922082,4.6571959852024,-0.2452453462200132,0,,70,1,0,-0.24524534622000216,1,0,0,-0.4319233922082,4.6571959852024,14.266216951922296
2024-02-13,-412.0302424075968,12.92080789741442,99.8272755189042,19.80372304161077,-279.4784359496674,49742.44141,-0.4319233922082,9.80291709961647,15.700949380411576,4.190091682112329,5.111195827812498,14.76190044528818,-279.4784359496674,-90.62788057317124,-2044.6132504133825,0,0.0,0.0,1,184.52999877929688,-1.378869019634832,-0.4319233922082,4.190091682112329,4.215189726450541,-2.132062692864256,0,,79,1,0,-2.132062692864256,1,0,0,4.190091682112329,4.215189726450541,25.65685818435586
2024-02-14,-362.3791592440788,164.84865159586914,86.01675620574306,84.19635683387136,-27.317394608595208,51826.69531,4.190091682112329,9.925289661776858,21.70581439928718,0.2158335184809789,0.0240887054930194,20.60346253244445,-27.317394608595208,-116.4783975653814,-2071.930645021978,0,0.0,0.0240887054930194,1,184.4199981689453,-0.0596112345305543,4.190091682112329,0.2158335184809789,-1.0066677932662582,-2.1644572048035493,0,,74,1,0,-2.1644572048035493,1,0,0,0.21583351848097898,-1.0066677932662582,18.082741806984792
2024-02-15,-324.0741856147286,201.8418379189552,94.59844009864902,89.51345202019596,61.87954442307155,51938.55469,0.2158335184809789,8.723395274404023,21.753812675365623,0.4267512473593582,-1.2198684268008408,17.82842856384459,61.87954442307155,-101.64647018523172,-2010.0511005989065,1,0.4267512473593582,-0.0,1,185.66000366210935,0.6723812522913653,0.2158335184809789,0.4267512473593582,-2.3231402514023114,-1.4177232214655278,0,,72,1,0,-1.4177232214655389,1,0,0,0.4267512473593582,-2.3231402514023114,20.220197082268875
2024-02-16,-381.72184937187,367.6437312275283,176.136623409531,46.45794419026764,208.5164494554569,52160.20312,0.4267512473593582,8.005739257688127,21.064408393958026,-0.7305542678262444,-2.738206169776891,19.70933599769311,208.5164494554569,-15.20434645690202,-1801.5346511434493,1,-0.7305542678262444,-0.0,0,186.33999633789065,0.3662569548467775,0.4267512473593582,0.2390172440724258,4.528738537627075,-0.671646974749962,0,,72,0,0,-0.6716469747499287,1,0,0,0.23901724407242586,4.528738537627075,31.001050557258637
2024-02-20,-343.5764771324683,178.08994711911356,88.0439618685987,31.765340387167026,-45.67722775758902,52284.875,0.9767068857365668,0.66678850050228,9.448350371449376,-0.8524364072784008,9.181424054279551,22.02611026611425,-45.67722775758902,38.82090702871125,-1850.5087152698263,0,-0.0,0.0,0,187.47000122070312,0.6064210073093879,0.2390172440724258,-0.8524364072784008,9.181424054279551,0.1924005179719135,1,,72,1,0,0.19240051797189128,0,0,0,-0.8524364072784008,9.181424054279553,22.02611026611425
2024-02-21,-322.94679467424425,282.9405581183489,122.02617584030448,88.90983639683327,170.92977568124243,51839.17969,-0.8524364072784008,-0.6154566332141287,7.34101077117475,-1.0305082626588136,20.5744177160609,27.52286028698925,170.92977568124243,78.47034108667879,-1679.5789395885838,1,-1.0305082626588136,0.0,0,187.47999572753903,0.0053312566121732,-0.8524364072784008,-1.0305082626588136,20.5744177160609,1.598654401862576,1,,78,0,0,1.5986544018625537,0,0,0,-1.0305082626588136,20.5744177160609,27.52286028698925
2024-02-22,-333.3506604677865,-21.113530900788504,124.22103731831936,49.31395813103354,-180.9291959192221,51304.97266,-1.0305082626588136,-0.6929978071273712,2.695752427314236,-1.1168964922707358,19.283530693143547,30.44638932665986,-180.9291959192221,29.90859301822005,-1860.508135507806,0,-0.0,19.283530693143547,0,187.55999755859372,0.0426721959024156,-1.0305082626588136,-1.1168964922707358,19.283530693143547,1.7026349749618364,1,,74,1,0,1.7026349749618142,0,0,0,-1.1168964922707358,19.283530693143547,30.44638932665986
2024-02-23,-205.6388856220373,223.5614558108566,127.4812122224152,20.02093303115268,165.42471544238722,50731.94922,-1.1168964922707358,-2.6679388158094564,1.9892626536844649,7.47153061981245,23.079506642303627,34.62935053769651,165.42471544238722,21.2902462156061,-1695.0834200654187,1,7.47153061981245,23.079506642303627,1,188.6199951171875,0.5651511902278639,-1.1168964922707358,7.47153061981245,23.079506642303627,1.5943075496568149,1,,76,0,0,1.594307549656837,0,0,0,7.47153061981245,23.079506642303627,34.62935053769651
2024-02-26,-293.9979709919126,277.0865193886967,105.5492088811674,34.856752363153475,123.49450964110493,54522.40234,5.3914352797789,5.176051523279801,4.528738537627075,4.70076269570332,25.325391265582287,32.283067426555355,123.49450964110493,46.6485154175847,-1571.5889104243138,1,4.70076269570332,0.0,1,188.1999969482422,-0.2226689533547987,7.47153061981245,4.70076269570332,25.325391265582287,0.9981757255049128,1,-0.158435955250838,72,0,0,0.9981757255048906,0,0,0,4.70076269570332,25.325391265582287,32.283067426555355
2024-02-27,-341.36045163803834,52.14137542201584,34.27980349078066,75.2186007951366,-179.7206719301052,57085.37109,4.70076269570332,11.26674107850505,10.495665002768906,9.4935319969381,11.764534418830207,25.218226132407185,-179.7206719301052,19.839826583081457,-1751.309582354419,0,0.0,0.0,1,188.0,-0.1062683057838631,4.70076269570332,9.4935319969381,11.764534418830207,0.2827112475840554,1,-0.019394122416789,79,1,0,0.2827112475840554,0,0,0,9.4935319969381,11.764534418830209,25.218226132407185
2024-02-28,-242.57958879334248,314.3754043206929,145.33726129204382,66.40200704604138,283.5350838654356,62504.78906,9.4935319969381,23.20596787824349,19.9189080378261,-2.090089846949084,5.762783434949803,16.924640654086854,283.5350838654356,42.36088821992009,-1467.7744984889837,1,-2.090089846949084,5.762783434949803,0,188.33999633789065,0.180849115899262,9.4935319969381,-2.090089846949084,5.762783434949803,0.4587159323394596,1,0.0048494303790965,82,0,0,0.4587159323394818,0,0,1,-2.0900898469490836,5.762783434949803,16.924640654086854
2024-02-29,-340.0597553835746,233.84964074944145,34.14618427925248,42.83203702490917,-29.23189332997154,61198.38281,-2.090089846949084,18.667976752056028,18.191181730595503,2.0298739001923582,9.358256390174024,16.66418371162184,-29.23189332997154,72.70034873777021,-1497.006391818955,0,0.0,0.0,1,189.30999755859372,0.5150266749304189,-2.090089846949084,2.0298739001923582,9.358256390174024,0.9330347743544244,1,-0.0775163656475271,80,1,0,0.9330347743544243,0,0,1,2.0298739001923582,9.358256390174024,16.66418371162184
2024-03-01,-263.9626382967754,158.47120860991987,92.10541860956133,38.99526764555937,25.609256568265145,62440.63281,2.0298739001923582,20.697321269640035,19.423892301549927,9.432609800611647,9.38405117998995,11.151617651262558,25.609256568265145,44.7372569629458,-1471.39713525069,1,9.432609800611647,9.38405117998995,1,192.88999938964844,1.8910791174389097,2.0298739001923582,9.432609800611647,9.38405117998995,2.2638131603216483,1,0.0167746437601306,80,1,0,2.2638131603216483,0,0,1,9.432609800611647,9.38405117998995,11.151617651262558
2024-03-04,-367.8537950057951,263.2781866106285,49.82896599922569,38.24725552868534,-16.499386867255538,68330.41406,8.17359165168321,9.32028583347082,34.689116248390015,-6.628402450514869,5.551689159484674,-1.144176163360422,-16.499386867255538,16.738477661273702,-1487.896522117945,0,-0.0,5.551689159484674,0,196.00999450683597,1.6174996770490724,9.432609800611647,-6.628402450514869,5.551689159484674,4.149839365163022,1,0.1915521719049684,82,1,0,4.149839365163022,0,0,1,-6.628402450514869,5.551689159484674,-1.144176163360422
2024-03-05,-331.8190277259285,427.0692857804396,77.43446613628029,22.327694465044924,195.0124186558363,63801.19922,-6.628402450514869,4.253080376455132,23.71502118443405,3.613733751382608,12.037532105811088,-2.959859380524044,195.0124186558363,91.685095778462,-1292.8841034621091,1,3.613733751382608,0.0,1,197.19000244140625,0.6020141664404566,-6.628402450514869,3.613733751382608,12.037532105811088,4.888299170960764,1,0.0796217657564591,90,0,0,4.888299170960764,0,0,1,3.6137337513826084,12.037532105811088,-2.9598593805240436
2024-03-06,-251.17982658705188,218.18662550584952,93.15049641213922,98.46127068408325,158.61856601502012,66106.80469,3.613733751382608,5.871452153849499,27.784006738964973,1.2384196964882577,10.553671959666456,2.733254463701696,158.61856601502012,66.70179220837892,-1134.265537447089,1,1.2384196964882577,10.553671959666456,1,198.80999755859372,0.8215401882095241,3.613733751382608,1.2384196964882577,10.553671959666456,5.559096009495224,1,0.0980737881411407,75,0,0,5.559096009495201,0,0,0,1.2384196964882577,10.553671959666456,2.7332544637016953
2024-03-07,-219.7852305165255,224.8220586300336,92.85428861801093,40.33038592365981,138.22150265517882,66925.48438,1.2384196964882577,7.892388752643908,22.74859783810472,2.053940113746555,6.680727695018596,-2.142821637057224,138.22150265517882,100.192471405409,-996.04403479191,1,2.053940113746555,0.0,1,199.94000244140625,0.5683843351386164,1.2384196964882577,2.053940113746555,6.680727695018596,5.615131276689378,1,0.0807403327718085,82,0,0,5.6151312766894,0,0,1,2.053940113746555,6.680727695018596,-2.142821637057224
2024-03-08,-243.8971261764464,154.0639100459756,96.8768301694114,86.51475562476489,93.55836966370556,68300.09375,2.053940113746555,8.125591696204948,19.64552817274152,5.598546488085887,1.6159270498805167,-6.61980354895193,93.55836966370556,113.78229402449706,-902.4856651282046,1,5.598546488085887,1.6159270498805167,1,201.6300048828125,0.8452547868211147,2.053940113746555,5.598546488085887,1.6159270498805167,4.53108275225238,1,0.0871939818361352,81,0,0,4.53108275225238,0,0,1,5.598546488085887,1.6159270498805167,-6.61980354895193
2024-03-11,-254.0750660151168,115.01556305352082,144.54845076234588,95.63948155767356,101.12842935842346,72123.90625,4.497430711214645,9.102091060393056,15.507968135853355,-0.8909905514165151,-6.343683721373594,-3.0019086077995083,101.12842935842346,137.30785726963288,-801.3572357697811,1,-0.8909905514165151,-0.0,0,202.0,0.183502012710135,5.598546488085887,-0.8909905514165151,-6.343683721373594,3.055969420454807,1,0.0963878412786579,82,0,0,3.055969420454807,0,0,1,-0.8909905514165151,-6.343683721373594,-3.0019086077995083
2024-03-12,-259.243920112558,283.0335816544245,98.1413720605592,79.94932694443881,201.88036054686447,71481.28906,-0.8909905514165151,6.807279352858076,15.23692505550802,2.241441027532587,-13.38604234174956,-2.0892923723667245,201.88036054686447,138.68144564783853,-599.4768752229165,1,2.241441027532587,-13.38604234174956,1,199.7899932861328,-1.094062729637224,-0.8909905514165151,2.241441027532587,-13.38604234174956,1.3185206209930025,1,0.1288572424821592,81,0,0,1.3185206209930023,0,0,1,2.241441027532587,-13.38604234174956,-2.0892923723667245
2024-03-13,-314.07875006327106,114.39161740911328,70.23373458837405,37.05139061845855,-92.4020074473252,73083.5,2.241441027532587,7.00351344686112,15.69818205014679,-2.30819028918976,-7.073864990045642,-4.964398598862941,-92.4020074473252,88.47733095536944,-691.8788826702418,0,-0.0,-7.073864990045642,0,201.19000244140625,0.700740378557585,2.241441027532587,-2.30819028918976,-7.073864990045642,1.197125351863182,1,0.1294953405041423,81,1,0,1.1971253518632041,0,0,1,-2.30819028918976,-7.073864990045642,-4.964398598862941
2024-03-14,-272.1754867902428,207.15662372193924,118.56348673153428,62.111902710098285,115.65652637332906,71396.59375,-2.30819028918976,4.230303942383396,4.487283930853447,-2.791198018462881,-8.270987199581914,-0.9127054888385278,115.65652637332906,83.9643356989995,-576.2223562969127,1,-2.791198018462881,-8.270987199581914,0,200.3500061035156,-0.4175139558116325,-2.30819028918976,-2.791198018462881,-8.270987199581914,0.205063347555745,1,0.1510336710764268,88,0,0,0.20506334755572286,0,0,1,-2.7911980184628815,-8.270987199581914,-0.9127054888385278
2024-03-15,-255.3114487284451,152.23425532348833,127.57881955698562,49.274131808272514,73.77575796030136,69403.77344,-2.791198018462881,0.5563395443967556,8.781299236525552,-2.673024243564825,-8.104763532580627,0.7046514270910631,73.77575796030136,80.00781335831866,-502.4465983366114,1,-2.673024243564825,-8.104763532580627,0,199.7100067138672,-0.319440663913817,-2.791198018462881,-2.673024243564825,-8.104763532580627,-0.9522383189254136,0,0.1862029414631262,83,1,0,-0.9522383189254136,1,0,1,-2.6730242435648255,-8.104763532580627,0.42991178319424783
2024-03-18,-175.58415625920023,247.8979825746392,30.8956873945203,22.88894417809616,126.0984578880554,67548.59375,-1.23120859035869,-7.573400630785332,-1.100291315485935,-8.34335697773131,3.56812572430496,3.1881562153172283,126.0984578880554,85.00181906424505,-376.348140448556,1,-8.34335697773131,3.56812572430496,0,200.02999877929688,0.1602283584558383,-2.673024243564825,-8.34335697773131,3.56812572430496,-0.9752481290609571,0,0.1710006455258174,77,0,0,-0.9752481290609571,1,0,0,-8.34335697773131,3.5681257243049602,-3.111272897520534
2024-03-19,-207.48356758018767,233.36621052869484,103.89600279399431,59.73077845164809,189.50942419414952,61912.77344,-8.34335697773131,-13.283295199219502,-9.61491501732713,9.692504642544408,13.042643789533347,5.708352289249352,189.50942419414952,82.52763179370204,-186.83871625440645,1,9.692504642544408,13.042643789533347,1,199.8000030517578,-0.1149806173787126,-8.34335697773131,9.692504642544408,13.042643789533347,0.0050101436315008,1,0.1715328729356744,79,0,0,0.005010143631500874,0,0,0,9.692504642544408,13.042643789533347,6.57059736460095
2024-03-20,-309.1031125603993,303.7539944257899,108.04690969243592,14.628806265205924,117.32659782303246,67913.67188,9.692504642544408,-2.1470036658571723,-1.6026087518732246,-3.566706368461481,2.270046409394655,-2.8460534182502384,117.32659782303246,124.47335284777355,-69.51211843137399,1,-3.566706368461481,0.0,0,202.17999267578125,1.1911859798154678,9.692504642544408,-3.566706368461481,2.270046409394655,0.4920673106822537,1,0.2480162768962612,74,0,0,0.49206731068225373,0,0,0,-3.566706368461481,2.270046409394655,0.8763653230996704
2024-03-21,-201.09490578379933,148.9983601145253,68.09745986560033,85.63038165384691,101.6312958501732,65491.39062,-3.566706368461481,0.2698815183737935,-9.196001679401554,-2.6150443345098084,8.021760494417807,4.607404273193927,101.6312958501732,121.6683067431424,32.11917741879921,1,-2.6150443345098084,8.021760494417807,0,201.97000122070312,-0.1038636179074736,-3.566706368461481,-2.6150443345098084,8.021760494417807,0.8085825145173642,1,0.2654677513594217,78,0,0,0.8085825145173864,0,0,0,-2.6150443345098084,8.021760494417807,3.582531959984836
2024-03-22,-232.9615799951792,173.01250647066288,135.02827253246477,36.06148108104821,111.14068008899672,63778.76172,-2.6150443345098084,-6.743414437285811,-10.775585389254305,9.689825599204172,9.586367366054915,6.363997654609843,111.14068008899672,129.14129116888148,143.25985750779594,1,9.689825599204172,9.586367366054915,1,200.3500061035156,-0.802096899240623,-2.6150443345098084,9.689825599204172,9.287396870457789,0.3204643573846422,1,0.2994796724728539,75,0,0,0.3204643573846422,0,0,0,9.689825599204172,9.287396870457787,12.312245406196931
2024-03-25,-244.02129226963888,102.12362842176928,73.99777651869893,56.03478967618518,-11.865097652985504,69958.8125,4.052464013185086,3.0113827796171444,0.7997246150885928,0.0414864674840087,-0.3668788117293986,2.39075939146336,-11.865097652985504,101.54858006067327,131.39475985481045,0,0.0,-0.3668788117293986,1,200.9900054931641,0.3194406639138059,9.689825599204172,0.0414864674840087,-6.449280196115392,0.4799313701573382,1,0.3139968053608977,75,1,0,0.4799313701573604,0,0,0,0.04148646748400875,-6.449280196115392,-1.1718278880162525
2024-03-26,-176.11748744157126,155.57067399238883,85.02305813886169,58.49863614638426,122.97488083606352,69987.83594,0.0414864674840087,6.865704449749255,7.154115235539105,-0.7608353406676316,-6.4880749904781325,-1.212811202974884,122.97488083606352,88.24167138905611,254.369640690874,1,-0.7608353406676316,-6.4880749904781325,0,201.63999938964844,0.3233961285236564,0.0414864674840087,-0.7608353406676316,-5.725314100917755,0.9209190739671635,1,0.3449442009516518,81,0,0,0.9209190739671635,0,0,1,-0.7608353406676316,-5.725314100917755,0.8573587994839649
2024-03-27,-151.734853745502,237.7300493044852,73.07712702864522,42.23285078887768,201.3051733765061,69455.34375,-0.7608353406676316,8.90042684572836,1.5568197395476435,1.8567460765033017,-5.002539851370324,1.6306003236791875,201.3051733765061,105.03738649975084,455.6748140673801,1,1.8567460765033017,-5.002539851370324,1,203.1000061035156,0.7240660177973313,-0.7608353406676316,1.8567460765033017,-1.362746116996938,0.4550467212696585,1,0.3388097963891258,83,0,0,0.4550467212696363,0,0,1,1.8567460765033017,-1.362746116996938,0.8714457337920756
